a00a_1|a00a_2b|aa|a01|a02|a03|a04|a05|a06|a07|a07_1|a07_2|a07_3|ea|e01|e02|ea2|q01|q02|q03|q03_1|q04|q04_1|q04_2|q04_3|q04_4|q04_5|q04_6|q04_7|q04_8|q04_9|q05|q05_1|q05_2|q05_3|q06|q06_1|q06_2|q06_3|q06_4|q06_5|q06_6|q06_7|q06_8|q06_9|q06_10|q06_1_1|q07|q08|q09|q09_1|q09_2|q09_3|q09_4|q09_5|q09_6|q09_7|q09_8|q10|q10_1|q10_2|q10_3|q10_4|q10_5|q10_6|q10_7
B|1580|Continuar|lado derecho de carrtera|0|076.17924|09.92703|2532|18|Amarilis||Sariapampa||Continuar|4|0|Continuar|3|Si|Shiraco|No|||||||||||||||||||||||||||||||||||||||||||||
B|1580|Continuar|lado derecho de carrtera|0|076.17924|09.92703|2532|18|Amarilis||Sariapampa||Continuar|4|0|Continuar|3|Si|Tucllish|No|||||||||||||||||||||||||||||||||||||||||||||
B|1580|Continuar|lado derecho de carrtera|0|076.17924|09.92703|2532|18|Amarilis||Sariapampa||Continuar|4|0|Continuar|3|Si|Ucho ucho|No|||||||||||||||||||||||||||||||||||||||||||||
B|1580|Continuar|lado derecho de carrtera|0|076.17924|09.92703|2532|18|Amarilis||Sariapampa||Continuar|4|0|Continuar|3|Si|Yuyo, ñapus|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Callampa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Chilipruta|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Chulkilla, chulquina|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Cushuro, cushuru|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Gongapa, jongapa|Si|F|No|No|No|No|No|Si|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Jaramullaca|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Monte carne|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Monte papaya|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Monte piña|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Monte purupuru|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Mullaca|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Paku Paku|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Perla Perla|Si|D|No|No|No|Si|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Pucumpuy|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Puczato|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Puru Puru|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||ABE|Si|Si|No|No|Si|No|No
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Shaca Shaca|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Shillanco|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Shiraco|No|||||||||||||||||||||||||||||||||||||||||||||
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Tucllish|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Ucho ucho|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
A|1595|Continuar|auchis alta|0|76.01955|09.91713|2385|188|Molino-Umari|||Auchis|Continuar|7|1|Continuar|3|Si|Yuyo, ñapus|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Callampa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|CH|No|No|Si|No|No|No|No|Si|No|No||Disminuido|No||||||||||E|No|No|No|No|Si|No|No
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Chilipruta|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||CE|No|No|Si|No|Si|No|No
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Chulkilla, chulquina|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Cushuro, cushuru|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Gongapa, jongapa|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Jaramullaca|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Monte carne|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Monte papaya|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Monte piña|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Monte purupuru|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Mullaca|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Paku Paku|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Perla Perla|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Pucumpuy|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Puczato|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Puru Puru|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||E|No|No|No|No|Si|No|No
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Shaca Shaca|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Shillanco|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Shiraco|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Tucllish|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Ucho ucho|No|||||||||||||||||||||||||||||||||||||||||||||
B|1600|Continuar|costado de la carretera|998|76.01725|09.91433|2390|58|Molino-Umari|||Auchis|Continuar|4|0|Continuar|2|Si|Yuyo, ñapus|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Callampa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|B|No|Si|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Chilipruta|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Chulkilla, chulquina|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Cushuro, cushuru|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Gongapa, jongapa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Jaramullaca|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Monte carne|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Monte papaya|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Monte piña|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Monte purupuru|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Mullaca|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Paku Paku|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Perla Perla|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Pucumpuy|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Se mantiene igual|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Puczato|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Puru Puru|No||Si|No|No|No|No|No|No|No|No||No|Si|No|||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Shaca Shaca|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Shillanco|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Shiraco|No||Si|No|No|No|No|No|No|No|No||No|Si|No||No|Si|Si|No|No|No|No|No|No|No||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Tucllish|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Ucho ucho|No|||||||||||||||||||||||||||||||||||||||||||||
B|1601|Continuar|en la salida para orolla|998|76.01813|09.91578|2380|44|Molino-Umari|||Auchis|Continuar|7|1|Continuar|1|Si|Yuyo, ñapus|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Callampa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Chilipruta|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Chulkilla, chulquina|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Cushuro, cushuru|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Gongapa, jongapa|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No|||||||||||No|No|No|No|No|No|No
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Jaramullaca|Si|AB|Si|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No sabe||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Monte carne|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Monte papaya|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Monte piña|Si|A|Si|No|No|No|No|No|No|No|No|A|Si|No|No|||||||||||||Disminuido|No||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Monte purupuru|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Mullaca|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Paku Paku|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Perla Perla|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Pucumpuy|Si|AB|Si|Si|No|No|No|No|No|No|No|A|Si|No|No|||||||||||||Aumentado|No||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Puczato|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Puru Puru|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Shaca Shaca|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||Disminuido|No sabe||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Shillanco|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||No sabe|No sabe||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Shiraco|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Tucllish|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido|No sabe||||||||||G|No|No|No|No|No|No|Si
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Ucho ucho|No|||||||||||||||||||||||||||||||||||||||||||||
C|1603|Continuar|auchi baja|998|76.01988|9.91828|2384|22|Molino-Umari|||Auchis|Continuar|5|1|Continuar|2|Si|Yuyo, ñapus|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Callampa|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Chilipruta|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Chulkilla, chulquina|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Cushuro, cushuru|No||Si|Si|No|No|No|No|No|No|No||No|Si|No||Si|No|No|No|No|No|No|No|No|No||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Gongapa, jongapa|Si|AB|Si|Si|No|No|No|No|No|No|No|B|No|Si|No|A|Si|No|No|No|No|No|No|No|No|No||No sabe|No||||||||||G|No|No|No|No|No|No|Si
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Jaramullaca|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Monte carne|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Monte papaya|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Monte piña|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Monte purupuru|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Mullaca|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Paku Paku|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Perla Perla|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Pucumpuy|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Puczato|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Puru Puru|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Shaca Shaca|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Shillanco|No|||||||||||||||||||||||||||||||||||||||||||||
D|1606|Continuar|carretera central a huarichaca|998|76.02105|09.92016|2394|48|Molino-Umari|||Auchis|Continuar|3|0|Continuar|2|Si|Shiraco|No|||||||||||||||||||||||||||||||||||||||||||||
